Case ID;Activity;Resource;Complete Timestamp;Variant;Variant index;(case) channel;(case) department;(case) group;(case) responsible;concept:instance;concept:name;lifecycle:transition;org:group;Duration
case-4811;T04 Determine confirmation of receipt-complete;Resource10;2010/12/17 10:41:38.831;Variant 5;5;Desk;General;;Resource07;task-4841;T04 Determine confirmation of receipt;complete;Group 3;307.875
case-4811;T06 Determine necessity of stop advice-complete;Resource07;2010/12/24 16:07:05.547;Variant 5;5;Desk;General;;Resource07;task-4801;T06 Determine necessity of stop advice;complete;EMPTY;624326.716
case-4811;T10 Determine necessity to stop indication-complete;Resource07;2010/12/24 16:09:05.193;Variant 5;5;Desk;General;;Resource07;task-5778;T10 Determine necessity to stop indication;complete;Group 1;119.646
case-4811;T05 Print and send confirmation of receipt-complete;Resource07;2010/12/30 13:35:39.251;Variant 5;5;Desk;General;;Resource07;task-4852;T05 Print and send confirmation of receipt;complete;Group 2;509194.058
case-4814;Confirmation of receipt-complete;Resource10;2010/12/17 10:23:41.409;Variant 5;5;Internet;General;;Resource07;task-4701;Confirmation of receipt;complete;Group 1;0.0
case-4814;T02 Check confirmation of receipt-complete;Resource10;2010/12/17 10:31:27.846;Variant 5;5;Internet;General;;Resource07;task-4802;T02 Check confirmation of receipt;complete;Group 4;466.437
case-4814;T04 Determine confirmation of receipt-complete;Resource10;2010/12/17 10:31:46.391;Variant 5;5;Internet;General;;Resource07;task-4828;T04 Determine confirmation of receipt;complete;Group 3;18.545
case-4814;T06 Determine necessity of stop advice-complete;Resource07;2010/12/24 14:39:16.689;Variant 5;5;Internet;General;;Resource07;task-4803;T06 Determine necessity of stop advice;complete;EMPTY;619650.298
case-4814;T10 Determine necessity to stop indication-complete;Resource07;2010/12/24 14:41:08.088;Variant 5;5;Internet;General;;Resource07;task-5695;T10 Determine necessity to stop indication;complete;Group 1;111.399
case-4814;T05 Print and send confirmation of receipt-complete;Resource11;2010/12/29 13:08:53.593;Variant 5;5;Internet;General;;Resource07;task-4829;T05 Print and send confirmation of receipt;complete;Group 2;426465.505
case-4827;Confirmation of receipt-complete;Resource10;2010/12/17 10:25:16.565;Variant 22;22;Internet;General;;Resource34;task-4746;Confirmation of receipt;complete;Group 1;0.0
case-4827;T02 Check confirmation of receipt-complete;Resource10;2010/12/17 10:33:06.722;Variant 22;22;Internet;General;;Resource34;task-4808;T02 Check confirmation of receipt;complete;Group 4;470.157
case-4827;T04 Determine confirmation of receipt-complete;Resource10;2010/12/17 10:40:11.444;Variant 22;22;Internet;General;;Resource34;task-4833;T04 Determine confirmation of receipt;complete;Group 3;424.722
case-4827;T06 Determine necessity of stop advice-complete;Resource07;2010/12/27 12:45:58.852;Variant 22;22;Internet;General;;Resource34;task-4809;T06 Determine necessity of stop advice;complete;EMPTY;871547.408
case-4827;T10 Determine necessity to stop indication-complete;Resource07;2010/12/27 12:47:34.547;Variant 22;22;Internet;General;;Resource34;task-5874;T10 Determine necessity to stop indication;complete;Group 1;95.695
case-4827;T05 Print and send confirmation of receipt-complete;Resource07;2010/12/30 08:27:28.493;Variant 22;22;Internet;General;;Resource34;task-4851;T05 Print and send confirmation of receipt;complete;Group 2;243593.946
case-4832;Confirmation of receipt-complete;Resource12;2010/12/20 11:15:59.433;Variant 1;1;Post;General;;Resource12;task-4938;Confirmation of receipt;complete;EMPTY;0.0
case-4832;T02 Check confirmation of receipt-complete;Resource12;2010/12/20 11:58:52.029;Variant 1;1;Post;General;;Resource12;task-5035;T02 Check confirmation of receipt;complete;EMPTY;2572.596
case-4832;T04 Determine confirmation of receipt-complete;Resource12;2010/12/20 11:59:19.872;Variant 1;1;Post;General;;Resource12;task-5069;T04 Determine confirmation of receipt;complete;Group 3;27.843
case-4832;T05 Print and send confirmation of receipt-complete;Resource12;2010/12/20 12:00:32.783;Variant 1;1;Post;General;;Resource12;task-5070;T05 Print and send confirmation of receipt;complete;EMPTY;72.911
case-4832;T06 Determine necessity of stop advice-complete;Resource12;2010/12/20 12:07:19.758;Variant 1;1;Post;General;;Resource12;task-5036;T06 Determine necessity of stop advice;complete;Group 1;406.975
case-4832;T10 Determine necessity to stop indication-complete;Resource12;2010/12/20 12:08:11.685;Variant 1;1;Post;General;;Resource12;task-5077;T10 Determine necessity to stop indication;complete;Group 1;51.927
case-4833;Confirmation of receipt-complete;Resource07;2010/12/20 11:59:43.112;Variant 1;1;Internet;General;;Resource07;task-4940;Confirmation of receipt;complete;EMPTY;0.0
case-4833;T02 Check confirmation of receipt-complete;Resource19;2010/12/20 13:12:51.349;Variant 1;1;Internet;General;;Resource07;task-5071;T02 Check confirmation of receipt;complete;EMPTY;4388.237
case-4833;T04 Determine confirmation of receipt-complete;Resource19;2010/12/22 09:38:39.114;Variant 1;1;Internet;General;;Resource07;task-5125;T04 Determine confirmation of receipt;complete;EMPTY;159947.765
case-4833;T05 Print and send confirmation of receipt-complete;admin1;2010/12/24 09:48:18.886;Variant 1;1;Internet;General;;Resource07;task-5382;T05 Print and send confirmation of receipt;complete;Group 2;173379.772
case-4833;T06 Determine necessity of stop advice-complete;Resource07;2010/12/24 14:56:31.361;Variant 1;1;Internet;General;;Resource07;task-5072;T06 Determine necessity of stop advice;complete;Group 1;18492.475
case-4833;T10 Determine necessity to stop indication-complete;Resource07;2010/12/24 14:58:08.132;Variant 1;1;Internet;General;;Resource07;task-5710;T10 Determine necessity to stop indication;complete;Group 1;96.771
case-4834;Confirmation of receipt-complete;Resource07;2010/12/20 17:02:46.928;Variant 1;1;Internet;General;;Resource11;task-4961;Confirmation of receipt;complete;EMPTY;0.0
case-4834;T02 Check confirmation of receipt-complete;Resource19;2010/12/22 09:52:52.099;Variant 1;1;Internet;General;;Resource11;task-5214;T02 Check confirmation of receipt;complete;EMPTY;147005.171
case-4834;T04 Determine confirmation of receipt-complete;Resource10;2010/12/22 10:50:08.896;Variant 1;1;Internet;General;;Resource11;task-5389;T04 Determine confirmation of receipt;complete;Group 3;3436.797
case-4834;T05 Print and send confirmation of receipt-complete;admin1;2010/12/24 09:59:17.610;Variant 1;1;Internet;General;;Resource11;task-5423;T05 Print and send confirmation of receipt;complete;Group 2;169748.714
case-4834;T06 Determine necessity of stop advice-complete;Resource11;2010/12/28 07:46:32.295;Variant 1;1;Internet;General;;Resource11;task-5215;T06 Determine necessity of stop advice;complete;Group 1;337634.685
case-4834;T10 Determine necessity to stop indication-complete;Resource11;2010/12/28 07:48:12.199;Variant 1;1;Internet;General;;Resource11;task-5941;T10 Determine necessity to stop indication;complete;Group 1;99.904
case-4837;Confirmation of receipt-complete;Resource07;2010/12/20 16:57:01.202;Variant 1;1;Internet;General;;Resource07;task-4975;Confirmation of receipt;complete;EMPTY;0.0
case-4837;T02 Check confirmation of receipt-complete;Resource19;2010/12/22 09:40:30.035;Variant 1;1;Internet;General;;Resource07;task-5212;T02 Check confirmation of receipt;complete;EMPTY;146608.833
case-4837;T04 Determine confirmation of receipt-complete;Resource10;2010/12/22 09:47:15.917;Variant 1;1;Internet;General;;Resource07;task-5383;T04 Determine confirmation of receipt;complete;Group 3;405.882
case-4837;T05 Print and send confirmation of receipt-complete;admin1;2010/12/24 09:42:30.661;Variant 1;1;Internet;General;;Resource07;task-5386;T05 Print and send confirmation of receipt;complete;Group 2;172514.744
case-4837;T06 Determine necessity of stop advice-complete;Resource07;2010/12/24 15:18:12.487;Variant 1;1;Internet;General;;Resource07;task-5213;T06 Determine necessity of stop advice;complete;Group 1;20141.826
case-4837;T10 Determine necessity to stop indication-complete;Resource07;2010/12/24 15:20:07.739;Variant 1;1;Internet;General;;Resource07;task-5721;T10 Determine necessity to stop indication;complete;Group 1;115.252
case-4891;Confirmation of receipt-complete;Resource07;2010/12/23 16:54:48.171;Variant 1;1;Internet;General;;Resource11;task-5251;Confirmation of receipt;complete;EMPTY;0.0
case-4891;T02 Check confirmation of receipt-complete;Resource19;2010/12/24 11:36:43.053;Variant 1;1;Internet;General;;Resource11;task-5553;T02 Check confirmation of receipt;complete;EMPTY;67314.882
case-4891;T04 Determine confirmation of receipt-complete;Resource10;2010/12/24 12:01:13.266;Variant 1;1;Internet;General;;Resource11;task-5628;T04 Determine confirmation of receipt;complete;Group 3;1470.213
case-4891;T05 Print and send confirmation of receipt-complete;Resource11;2010/12/28 08:01:37.583;Variant 1;1;Internet;General;;Resource11;task-5637;T05 Print and send confirmation of receipt;complete;Group 2;331224.317
case-4891;T06 Determine necessity of stop advice-complete;Resource11;2010/12/29 10:23:42.144;Variant 1;1;Internet;General;;Resource11;task-5554;T06 Determine necessity of stop advice;complete;Group 1;94924.561
case-4891;T10 Determine necessity to stop indication-complete;Resource11;2010/12/29 10:24:01.310;Variant 1;1;Internet;General;;Resource11;task-6149;T10 Determine necessity to stop indication;complete;Group 1;19.166
case-4892;Confirmation of receipt-complete;Resource08;2010/12/30 12:50:56.125;Variant 4;4;Internet;General;;Resource08;task-5253;Confirmation of receipt;complete;EMPTY;0.0
case-4892;T02 Check confirmation of receipt-complete;Resource08;2010/12/30 12:51:36.433;Variant 4;4;Internet;General;;Resource08;task-6345;T02 Check confirmation of receipt;complete;EMPTY;40.308
case-4892;T06 Determine necessity of stop advice-complete;Resource08;2010/12/30 12:51:50.602;Variant 4;4;Internet;General;;Resource08;task-6346;T06 Determine necessity of stop advice;complete;Group 1;14.169
case-4892;T10 Determine necessity to stop indication-complete;Resource08;2010/12/30 13:02:05.943;Variant 4;4;Internet;General;;Resource08;task-6348;T10 Determine necessity to stop indication;complete;Group 1;615.341
case-4892;T04 Determine confirmation of receipt-complete;Resource10;2010/12/31 09:15:23.521;Variant 4;4;Internet;General;;Resource08;task-6347;T04 Determine confirmation of receipt;complete;Group 3;72797.578
case-4892;T05 Print and send confirmation of receipt-complete;admin1;2010/12/31 11:28:32.972;Variant 4;4;Internet;General;;Resource08;task-6389;T05 Print and send confirmation of receipt;complete;Group 2;7989.451
case-4896;Confirmation of receipt-complete;Resource07;2010/12/23 17:03:00.964;Variant 5;5;Internet;General;;Resource07;task-5267;Confirmation of receipt;complete;EMPTY;0.0
case-4896;T02 Check confirmation of receipt-complete;Resource19;2010/12/24 11:38:36.243;Variant 5;5;Internet;General;;Resource07;task-5557;T02 Check confirmation of receipt;complete;EMPTY;66935.279
case-4896;T04 Determine confirmation of receipt-complete;Resource10;2010/12/24 12:02:37.237;Variant 5;5;Internet;General;;Resource07;task-5629;T04 Determine confirmation of receipt;complete;Group 3;1440.994
case-4896;T06 Determine necessity of stop advice-complete;Resource07;2010/12/24 15:28:54.616;Variant 5;5;Internet;General;;Resource07;task-5558;T06 Determine necessity of stop advice;complete;Group 1;12377.379
case-4896;T10 Determine necessity to stop indication-complete;Resource07;2010/12/24 15:36:10.435;Variant 5;5;Internet;General;;Resource07;task-5732;T10 Determine necessity to stop indication;complete;Group 1;435.819
case-4896;T05 Print and send confirmation of receipt-complete;Resource11;2010/12/28 10:02:48.526;Variant 5;5;Internet;General;;Resource07;task-5638;T05 Print and send confirmation of receipt;complete;Group 2;325598.091
case-4897;Confirmation of receipt-complete;Resource08;2010/12/28 15:04:42.577;Variant 1;1;Internet;General;;Resource08;task-5268;Confirmation of receipt;complete;EMPTY;0.0
case-4897;T02 Check confirmation of receipt-complete;Resource08;2010/12/28 15:05:24.948;Variant 1;1;Internet;General;;Resource08;task-6081;T02 Check confirmation of receipt;complete;EMPTY;42.371
case-4897;T04 Determine confirmation of receipt-complete;Resource10;2010/12/28 16:13:58.317;Variant 1;1;Internet;General;;Resource08;task-6083;T04 Determine confirmation of receipt;complete;Group 3;4113.369
case-4899;Confirmation of receipt-complete;Resource07;2010/12/23 17:07:44.891;Variant 5;5;Internet;General;;Resource07;task-5271;Confirmation of receipt;complete;EMPTY;0.0
case-4899;T02 Check confirmation of receipt-complete;Resource19;2010/12/24 11:34:58.337;Variant 5;5;Internet;General;;Resource07;task-5559;T02 Check confirmation of receipt;complete;EMPTY;66433.446
case-4899;T04 Determine confirmation of receipt-complete;Resource10;2010/12/24 12:00:23.682;Variant 5;5;Internet;General;;Resource07;task-5627;T04 Determine confirmation of receipt;complete;Group 3;1525.345
case-4899;T06 Determine necessity of stop advice-complete;Resource07;2010/12/24 15:43:11.974;Variant 5;5;Internet;General;;Resource07;task-5560;T06 Determine necessity of stop advice;complete;Group 1;13368.292
case-4899;T10 Determine necessity to stop indication-complete;Resource07;2010/12/24 15:45:07.747;Variant 5;5;Internet;General;;Resource07;task-5746;T10 Determine necessity to stop indication;complete;Group 1;115.773
case-4899;T05 Print and send confirmation of receipt-complete;Resource11;2010/12/29 11:24:54.895;Variant 5;5;Internet;General;;Resource07;task-5636;T05 Print and send confirmation of receipt;complete;Group 2;416387.148
case-4900;Confirmation of receipt-complete;Resource07;2010/12/23 16:59:56.008;Variant 1;1;Internet;General;;Resource11;task-5272;Confirmation of receipt;complete;EMPTY;0.0
case-4900;T02 Check confirmation of receipt-complete;Resource19;2010/12/24 10:09:05.143;Variant 1;1;Internet;General;;Resource11;task-5555;T02 Check confirmation of receipt;complete;EMPTY;61749.135
case-4900;T04 Determine confirmation of receipt-complete;Resource10;2010/12/24 10:13:56.270;Variant 1;1;Internet;General;;Resource11;task-5586;T04 Determine confirmation of receipt;complete;Group 3;291.127
case-4900;T05 Print and send confirmation of receipt-complete;Resource11;2010/12/28 08:30:29.179;Variant 1;1;Internet;General;;Resource11;task-5592;T05 Print and send confirmation of receipt;complete;Group 2;339392.909
case-4900;T06 Determine necessity of stop advice-complete;Resource11;2010/12/28 08:32:38.344;Variant 1;1;Internet;General;;Resource11;task-5556;T06 Determine necessity of stop advice;complete;Group 1;129.165
case-4900;T10 Determine necessity to stop indication-complete;Resource11;2010/12/28 08:33:01.592;Variant 1;1;Internet;General;;Resource11;task-5957;T10 Determine necessity to stop indication;complete;Group 1;23.248
case-4902;Confirmation of receipt-complete;Resource07;2010/12/27 09:56:41.044;Variant 2;2;Internet;General;;Resource07;task-5281;Confirmation of receipt;complete;EMPTY;0.0
case-4902;T06 Determine necessity of stop advice-complete;Resource07;2010/12/27 09:57:11.887;Variant 2;2;Internet;General;;Resource07;task-5822;T06 Determine necessity of stop advice;complete;Group 1;30.843
